19.674,19.08,20.126,18.485,50.881,52.29,49.677,52.579,20.198,19.579,21.413,19.674,0.13
19.651,19.08,20.103,18.509,50.849,52.29,49.737,52.613,20.198,19.579,21.366,19.674,0.16
19.674,19.056,20.079,18.485,50.849,52.287,49.737,52.451,20.198,19.579,21.318,19.674,0.17
19.674,19.056,20.079,18.509,50.755,52.256,49.894,52.765,20.198,19.579,21.27,19.651,0.13
19.674,19.032,20.055,18.509,50.912,52.256,49.765,52.7,20.198,19.555,21.246,19.651,0.21
19.674,19.008,20.031,18.485,51.006,52.225,49.73,52.7,20.198,19.555,21.199,19.651,0.19
19.674,19.008,20.031,18.485,51.006,52.377,49.954,52.796,20.198,19.555,21.175,19.651,0.19
19.674,18.985,20.007,18.438,50.564,52.346,49.986,52.634,20.198,19.532,21.127,19.627,0.13
19.674,18.985,20.007,18.485,50.818,52.377,49.888,52.731,20.198,19.532,21.103,19.627,0.18
19.674,18.985,20.007,18.438,50.881,52.471,49.983,52.51,20.198,19.532,21.079,19.627,0.17
19.674,18.985,19.984,18.461,50.881,52.467,50.077,52.669,20.198,19.532,21.056,19.603,0.13
19.698,18.985,19.96,18.414,50.912,52.467,49.951,52.562,20.198,19.508,21.008,19.603,0.18
19.674,18.985,19.96,18.414,50.944,52.405,50.108,52.911,20.198,19.508,21.008,19.603,0.19
19.674,18.985,19.96,18.438,50.944,52.374,49.983,52.849,20.198,19.508,20.984,19.603,0.11
19.674,18.961,19.936,18.414,50.689,52.374,50.046,52.724,20.198,19.508,20.96,19.579,0.13
19.651,18.961,19.936,18.438,50.94,52.312,50.108,52.821,20.198,19.484,20.936,19.579,0.13
19.651,18.961,19.936,18.39,50.878,52.339,50.077,52.69,20.198,19.484,20.913,19.579,0.21
19.651,18.961,19.912,18.414,50.909,52.277,50.203,52.911,20.198,19.484,20.913,19.555,0.19
19.651,18.937,19.912,18.319,50.843,52.308,50.231,52.804,20.198,19.484,20.889,19.555,0.16
19.627,18.937,19.912,18.343,50.94,52.367,49.79,53.121,20.198,19.46,20.865,19.532,0.22
19.627,18.937,19.912,18.319,51,52.398,49.661,52.963,20.198,19.46,20.865,19.532,0.27
19.603,18.937,19.888,18.319,51.031,52.398,49.847,53.059,20.174,19.46,20.841,19.508,0.1
19.603,18.937,19.888,18.343,51.063,52.461,49.879,52.994,20.174,19.46,20.841,19.508,0.22
19.603,18.937,19.888,18.295,51.063,52.492,49.973,53.087,20.174,19.46,20.817,19.508,0.13
19.603,18.913,19.865,18.343,51.094,52.461,50.162,53.121,20.174,19.46,20.793,19.508,0.25
19.603,18.913,19.865,18.271,51.063,52.398,50.005,52.991,20.15,19.436,20.793,19.484,0.17
19.579,18.913,19.841,18.319,51.125,52.461,50.193,53.056,20.15,19.436,20.77,19.484,0.16
19.579,18.913,19.841,18.271,51.188,52.582,50.225,52.863,20.15,19.436,20.77,19.46,0.14
19.579,18.889,19.841,18.295,51.125,52.644,50.445,53.239,20.15,19.436,20.77,19.46,0.16
19.579,18.913,19.817,18.295,51.066,52.613,50.445,53.046,20.126,19.436,20.746,19.46,0.2
19.579,18.913,19.817,18.319,50.812,52.613,50.228,53.111,20.15,19.413,20.722,19.46,0.16
19.555,18.889,19.817,18.343,50.937,52.644,50.197,53.142,20.126,19.413,20.722,19.46,0.15
19.555,18.889,19.817,18.343,51,52.831,50.385,53.325,20.126,19.413,20.698,19.46,0.12
19.555,18.913,19.793,18.39,51.125,53.359,50.417,53.979,20.126,19.413,20.698,19.46,0.17
19.555,18.937,19.77,18.414,52.744,55.62,51.296,57.637,20.126,19.413,20.674,19.46,0.14
19.555,18.961,19.77,18.485,53.059,56.42,52.235,58.313,20.103,19.436,20.674,19.484,0.14
19.579,19.008,19.77,18.557,54.395,56.543,51.954,59.686,20.103,19.436,20.65,19.508,0.14
19.603,19.032,19.77,18.604,55.262,58.079,53.794,60.902,20.126,19.46,20.627,19.532,0.17
19.627,19.056,19.77,18.652,57.142,57.715,54.074,62.053,20.126,19.508,20.627,19.555,0.16
19.651,19.103,19.793,18.747,59.346,58.055,54.602,63.619,20.15,19.532,20.627,19.579,0.14
19.698,19.151,19.817,18.818,58.219,59.492,54.726,63.443,20.174,19.579,20.627,19.627,0.18
19.746,19.222,19.865,18.889,58.162,59.07,55.905,64.23,20.198,19.627,20.627,19.674,0.16
19.77,19.27,19.912,19.008,57.978,59.469,56.707,65.725,20.222,19.674,20.65,19.722,0.22
19.841,19.341,19.936,19.151,59.574,61.595,57.665,68.701,20.246,19.722,20.674,19.77,0.15
19.888,19.413,20.007,19.246,60.157,63.349,60.662,69.938,20.317,19.77,20.698,19.841,0.18
19.96,19.508,20.055,19.365,61.889,65.328,59.108,70.596,20.365,19.841,20.722,19.936,0.15
20.031,19.603,20.126,19.46,64.965,65.753,59.966,70.166,20.436,19.912,20.77,20.007,0.15
20.126,19.698,20.198,19.579,64.104,66.683,60.609,70.706,20.484,19.984,20.817,20.079,0.18
20.198,19.793,20.269,19.674,64.708,66.899,61.312,70.066,20.555,20.055,20.865,20.174,0.19
20.269,19.865,20.341,19.77,64.566,67.086,63.315,69.253,20.627,20.126,20.913,20.246,0.16
20.365,19.936,20.412,19.841,65.169,67.42,63.194,68.879,20.698,20.198,20.96,20.317,0.17
20.412,20.007,20.46,19.936,64.938,67.661,64.255,69.065,20.77,20.293,21.032,20.412,0.21
20.484,20.079,20.531,20.007,65.754,67.463,64.409,68.396,20.841,20.341,21.103,20.484,0.15
20.531,20.15,20.579,20.055,64.741,66.933,64.718,67.991,20.913,20.436,21.151,20.555,0.23
20.603,20.222,20.627,20.103,64.805,66.704,64.121,67.737,20.984,20.484,21.199,20.627,0.23
20.65,20.269,20.674,20.174,64.603,66.415,63.493,67.86,21.032,20.555,21.246,20.698,0.25
20.722,20.341,20.722,20.246,64.581,66.271,62.743,67.128,21.103,20.603,21.318,20.77,0.23
20.77,20.388,20.77,20.269,64.585,66.041,63.079,66.895,21.151,20.65,21.342,20.817,0.18
20.817,20.436,20.841,20.317,64.439,65.628,63.023,66.695,21.199,20.698,21.413,20.889,0.19
20.865,20.46,20.865,20.341,64.383,65.274,62.543,65.777,21.27,20.746,21.437,20.936,0.16
20.913,20.507,20.913,20.388,64.151,65.043,61.726,65.512,21.294,20.793,21.485,20.984,0.17
20.936,20.531,20.96,20.388,63.885,64.807,61.972,65.371,21.342,20.817,21.533,21.008,0.22
20.984,20.555,21.008,20.436,63.347,64.602,61.612,65.644,21.39,20.865,21.557,21.056,0.16
21.008,20.603,21.032,20.436,63.079,64.516,61.282,64.782,21.437,20.889,21.604,21.103,0.21
21.056,20.627,21.056,20.484,62.962,64.19,61.225,65.055,21.461,20.913,21.628,21.127,0.22
21.079,20.65,21.103,20.507,62.966,64.044,61.229,64.7,21.485,20.96,21.652,21.151,0.19
21.103,20.674,21.127,20.507,62.547,63.838,60.868,64.344,21.533,20.984,21.7,21.175,0.17
21.127,20.674,21.151,20.531,62.581,63.602,60.686,64.108,21.557,21.008,21.724,21.199,0.17
21.151,20.698,21.175,20.531,62.495,63.305,60.442,63.722,21.581,21.008,21.748,21.223,0.14
21.151,20.698,21.199,20.555,62.166,63.128,60.507,63.516,21.604,21.032,21.772,21.246,0.16
21.175,20.722,21.223,20.507,61.958,62.891,60.263,62.917,21.628,21.056,21.795,21.27,0.14
21.199,20.722,21.246,20.531,61.685,62.619,60.084,62.831,21.652,21.056,21.819,21.294,0.24
21.223,20.722,21.27,20.531,61.567,62.412,59.9,62.442,21.676,21.079,21.819,21.294,0.25
21.246,20.722,21.27,20.531,61.389,62.235,59.809,62.321,21.676,21.079,21.843,21.294,0.16
21.246,20.746,21.294,20.555,61.271,62.178,59.66,62.239,21.7,21.103,21.867,21.318,0.16
21.27,20.722,21.318,20.555,61.123,61.906,59.629,62.027,21.724,21.103,21.867,21.318,0.14
21.27,20.722,21.318,20.579,60.88,61.698,59.511,62.031,21.724,21.103,21.891,21.342,0.13
21.27,20.722,21.342,20.555,60.61,61.577,59.144,61.611,21.748,21.103,21.915,21.342,0.19
21.294,20.722,21.366,20.579,60.518,61.368,59.144,61.796,21.772,21.103,21.915,21.366,0.14
21.294,20.722,21.39,20.555,60.217,61.129,58.902,61.16,21.772,21.103,21.939,21.366,0.18
21.294,20.722,21.39,20.555,60.248,60.947,58.657,61.133,21.772,21.103,21.963,21.366,0.31
21.294,20.722,21.413,20.531,60.099,60.704,58.599,60.742,21.772,21.103,21.963,21.39,0.23
21.294,20.698,21.413,20.555,60.042,60.586,58.569,60.864,21.795,21.103,21.987,21.39,0.2
21.318,20.698,21.437,20.555,59.95,60.404,58.262,60.685,21.795,21.103,21.987,21.39,0.17
21.318,20.674,21.437,20.531,59.832,60.195,58.358,60.807,21.795,21.103,22.011,21.39,0.19
21.318,20.674,21.461,20.555,59.679,59.981,58.327,60.507,21.819,21.103,22.011,21.39,0.19
21.318,20.65,21.461,20.507,59.22,59.89,58.146,59.653,21.819,21.103,22.034,21.39,0.22
21.318,20.65,21.461,20.531,59.097,59.863,58.3,59.779,21.819,21.103,22.034,21.39,0.21
21.318,20.65,21.461,20.507,59.193,59.802,57.562,59.844,21.819,21.103,22.058,21.39,0.2
21.318,20.65,21.461,20.531,59.07,59.745,57.319,60.061,21.819,21.079,22.058,21.39,0.11
21.318,20.65,21.461,20.484,58.921,59.653,57.285,59.665,21.819,21.079,22.058,21.39,0.12
21.318,20.627,21.461,20.484,58.706,59.562,57.319,59.329,21.843,21.079,22.058,21.39,0.15
21.342,20.627,21.461,20.484,58.71,59.501,57.477,59.053,21.843,21.079,22.058,21.39,0.14
21.318,20.627,21.461,20.46,58.307,59.321,57.6,58.594,21.843,21.079,22.058,21.39,0.14
21.342,20.627,21.461,20.46,58.434,59.229,57.542,58.812,21.843,21.079,22.082,21.39,0.12
21.342,20.627,21.485,20.436,58.53,59.138,57.018,58.598,21.843,21.079,22.082,21.366,0.09
21.342,20.627,21.461,20.46,58.315,59.107,56.833,58.54,21.843,21.079,22.082,21.366,0.09
21.342,20.627,21.461,20.388,58.253,59.107,56.64,58.261,21.843,21.056,22.082,21.366,0.12
21.342,20.627,21.461,20.412,58.318,58.893,56.826,59.061,21.867,21.079,22.082,21.366,0.14
21.342,20.627,21.461,20.388,58.199,58.648,56.702,58.418,21.843,21.056,22.082,21.342,0.13
21.366,20.603,21.461,20.365,58.138,58.499,56.517,58.203,21.867,21.056,22.082,21.342,0.13
21.366,20.603,21.437,20.388,57.926,58.407,56.517,58.172,21.843,21.056,22.058,21.342,0.18
21.366,20.603,21.437,20.341,57.803,58.345,56.486,57.985,21.843,21.056,22.058,21.318,0.14
21.366,20.579,21.437,20.365,57.772,58.407,56.544,58.142,21.867,21.056,22.058,21.318,0.17
21.366,20.579,21.413,20.293,57.094,58.25,56.39,57.585,21.843,21.056,22.058,21.294,0.16
21.366,20.555,21.413,20.317,57.125,58.284,56.548,57.804,21.843,21.056,22.034,21.294,0.23
21.342,20.555,21.413,20.269,57.063,58.223,56.767,57.889,21.843,21.056,22.034,21.294,0.15
21.342,20.555,21.413,20.293,57.063,58.441,56.802,59.057,21.843,21.032,22.034,21.27,0.17
21.342,20.555,21.413,20.317,57.217,58.686,57.176,60.522,21.843,21.032,22.034,21.27,0.15
21.342,20.555,21.413,20.341,57.529,59.329,57.33,61.225,21.867,21.032,22.034,21.27,0.22
21.342,20.579,21.413,20.388,57.745,59.699,57.611,61.103,21.867,21.032,22.011,21.27,0.21
21.342,20.603,21.437,20.388,58.333,60.248,57.953,61.346,21.867,21.056,22.034,21.27,0.15
21.342,20.627,21.437,20.412,58.517,60.678,58.291,61.35,21.867,21.056,22.034,21.27,0.19
21.366,20.627,21.461,20.412,58.394,61.077,58.878,61.077,21.867,21.079,22.058,21.294,0.19
21.366,20.674,21.485,20.436,58.736,61.138,58.606,61.05,21.867,21.103,22.058,21.294,0.17
21.366,20.674,21.485,20.46,58.736,61.107,58.579,60.898,21.867,21.127,22.082,21.318,0.15
21.366,20.698,21.509,20.484,58.801,61.05,58.429,60.841,21.867,21.127,22.106,21.318,0.12
21.366,20.722,21.509,20.507,58.832,60.933,58.49,60.628,21.867,21.151,22.13,21.342,0.24
21.39,20.746,21.533,20.507,58.866,60.841,58.555,60.815,21.867,21.175,22.13,21.366,0.17
21.39,20.77,21.533,20.531,58.897,60.754,58.467,60.632,21.891,21.175,22.154,21.366,0.16
21.413,20.793,21.557,20.507,58.962,60.602,58.221,60.114,21.891,21.199,22.178,21.39,0.15
21.413,20.793,21.557,20.555,58.87,60.48,58.04,60.24,21.891,21.223,22.178,21.413,0.15
21.413,20.817,21.557,20.531,58.778,60.271,57.886,59.447,21.891,21.223,22.202,21.413,0.16
21.437,20.817,21.581,20.531,58.659,60.118,57.917,59.725,21.891,21.246,22.202,21.437,0.2
21.437,20.841,21.581,20.531,58.536,59.935,57.921,59.416,21.891,21.246,22.202,21.437,0.3
21.437,20.841,21.581,20.555,58.444,59.939,57.859,59.664,21.915,21.27,22.226,21.461,0.25
21.437,20.841,21.604,20.531,58.447,60.095,57.955,59.691,21.915,21.27,22.226,21.461,0.26
21.437,20.841,21.604,20.531,58.351,60.126,58.048,59.878,21.915,21.27,22.226,21.461,0.14
21.437,20.865,21.604,20.555,58.355,60.095,58.051,60.335,21.915,21.294,22.25,21.461,0.21
21.413,20.865,21.628,20.531,58.478,60.068,58.301,59.939,21.915,21.294,22.25,21.461,0.16
21.437,20.889,21.628,20.555,58.447,59.977,59.222,59.912,21.915,21.294,22.25,21.485,0.15
21.437,20.889,21.628,20.555,58.447,59.794,58.673,59.76,21.915,21.318,22.25,21.485,0.2
21.437,20.889,21.652,20.579,58.389,59.706,58.243,59.79,21.915,21.318,22.274,21.485,0.23
21.437,20.889,21.652,20.555,58.297,59.523,57.905,59.576,21.915,21.318,22.274,21.485,0.19
21.437,20.889,21.652,20.579,58.174,59.4,57.415,59.519,21.915,21.318,22.274,21.509,0.2
21.461,20.889,21.652,20.579,58.113,59.247,57.569,59.305,21.915,21.318,22.274,21.509,0.22
21.461,20.889,21.652,20.555,58.055,59.19,57.292,58.968,21.915,21.318,22.274,21.509,0.19
21.461,20.889,21.676,20.579,57.962,59.037,57.261,59.06,21.915,21.318,22.274,21.509,0.21
21.461,20.889,21.652,20.531,57.87,58.945,57.203,58.57,21.915,21.318,22.298,21.509,0.19
21.437,20.889,21.652,20.555,57.654,58.853,56.739,58.723,21.915,21.318,22.298,21.509,0.34
21.437,20.889,21.652,20.484,57.593,58.731,56.303,58.075,21.915,21.318,22.298,21.509,0.17
21.437,20.889,21.628,20.484,57.439,58.639,56.179,58.352,21.915,21.318,22.274,21.509,0.15
21.437,20.889,21.604,20.46,57.319,58.547,56.113,58.041,21.915,21.318,22.274,21.485,0.17
21.437,20.889,21.604,20.436,57.257,58.397,56.237,58.164,21.915,21.318,22.274,21.485,0.18
21.437,20.889,21.604,20.436,57.103,58.213,56.454,58.126,21.915,21.318,22.25,21.461,0.19
21.437,20.865,21.581,20.388,57.01,58.182,55.989,58.099,21.915,21.318,22.25,21.461,0.22
21.437,20.865,21.581,20.412,56.979,58.059,55.989,58.225,21.915,21.318,22.25,21.437,0.18
21.437,20.841,21.557,20.317,57.01,57.721,55.676,57.665,21.915,21.318,22.226,21.413,0.21
21.437,20.817,21.557,20.341,56.856,57.502,55.707,57.853,21.915,21.318,22.226,21.413,0.21
21.437,20.817,21.533,20.293,56.67,57.348,55.734,57.726,21.915,21.294,22.202,21.39,0.23
21.413,20.793,21.533,20.293,56.454,57.225,55.61,57.853,21.915,21.294,22.202,21.366,0.24
21.413,20.77,21.509,20.269,56.392,57.036,55.324,57.296,21.915,21.27,22.178,21.366,0.24
21.437,20.746,21.485,20.269,56.392,56.944,55.293,57.08,21.891,21.27,22.178,21.342,0.2
21.413,20.746,21.485,20.246,56.206,56.971,55.324,57.2,21.915,21.246,22.154,21.342,0.27
21.413,20.722,21.437,20.222,56.051,56.971,55.227,56.895,21.891,21.246,22.13,21.318,0.27
21.413,20.698,21.437,20.246,56.206,56.94,55.189,57.111,21.891,21.223,22.106,21.294,0.28
21.413,20.698,21.413,20.222,55.648,57.033,55.372,56.864,21.891,21.199,22.082,21.294,0.26
21.413,20.698,21.39,20.222,55.462,57.095,55.434,56.895,21.891,21.199,22.058,21.27,0.25
21.413,20.674,21.366,20.174,55.741,56.813,55.244,56.645,21.891,21.175,22.058,21.27,0.25
21.39,20.674,21.342,20.174,55.679,56.783,55.337,56.645,21.891,21.175,22.011,21.246,0.2
21.39,20.674,21.318,20.174,55.493,56.563,55.244,56.36,21.867,21.175,22.011,21.223,0.19
21.366,20.65,21.318,20.126,55.276,56.347,55.182,56.329,21.867,21.175,21.963,21.223,0.21
21.342,20.65,21.294,20.15,55.213,56.343,55.113,56.576,21.867,21.151,21.939,21.199,0.26
21.342,20.627,21.27,20.126,55.089,56.065,55.147,56.422,21.843,21.151,21.915,21.175,0.2
21.318,20.603,21.246,20.126,55.027,56.189,55.02,56.514,21.843,21.127,21.915,21.175,0.2
21.318,20.579,21.223,20.055,54.934,56.154,54.768,56.075,21.819,21.127,21.867,21.175,0.19
21.318,20.579,21.223,20.079,54.996,56.062,54.857,56.291,21.819,21.103,21.843,21.151,0.19
21.294,20.555,21.199,20.007,55.055,56.154,54.792,55.814,21.795,21.103,21.843,21.127,0.18
21.294,20.555,21.151,20.007,55.027,56.247,54.816,56.161,21.795,21.079,21.819,21.127,0.22
21.27,20.531,21.151,20.007,55.058,56.151,54.778,56.064,21.772,21.079,21.795,21.103,0.25
21.27,20.531,21.127,19.984,55.086,55.776,54.902,55.972,21.772,21.079,21.772,21.079,0.2
21.27,20.507,21.103,19.984,54.903,55.869,54.899,55.999,21.772,21.056,21.748,21.079,0.14
21.246,20.507,21.079,19.912,54.619,55.993,54.833,55.872,21.748,21.056,21.724,21.056,0.21
21.246,20.507,21.056,19.936,54.654,56.117,55.082,55.999,21.748,21.032,21.7,21.032,0.2
21.246,20.507,21.032,19.888,54.401,56.147,54.957,56.081,21.748,21.032,21.676,21.032,0.24
21.246,20.507,21.008,19.888,54.28,56.117,54.895,56.239,21.748,21.032,21.652,21.008,0.29
21.223,20.507,20.984,19.865,53.933,55.928,54.678,55.865,21.748,21.032,21.628,20.984,0.22
21.223,20.484,20.984,19.865,53.871,55.807,54.647,55.93,21.724,21.008,21.604,20.96,0.16
21.199,20.507,20.96,19.841,53.965,55.711,54.609,55.738,21.724,21.008,21.604,20.96,0.2
21.199,20.507,20.96,19.841,53.871,55.742,54.64,55.679,21.7,21.008,21.581,20.936,0.2
